frame_idx,marker_id,x,y,z,timestamp
193,1,-2.0384,1.2615,6.9164,6.4333
193,2,-1.1868,-1.2206,7.3147,6.4333
193,2,-1.1327,0.2573,7.4296,6.4333
193,2,-1.381,0.8661,7.4177,6.4333
193,2,-1.2848,1.1062,7.402,6.4333
193,2,-1.5777,1.2854,7.1717,6.4333
193,2,-1.1339,1.3154,7.2281,6.4333
193,3,-0.678,-1.2772,7.2973,6.4333
193,3,-0.6013,0.229,7.4284,6.4333
193,3,-0.244,0.8295,7.5209,6.4333
193,3,-0.5424,1.0762,7.4368,6.4333
193,3,-0.1862,1.2608,7.4058,6.4333
193,3,-0.1798,1.3233,7.2986,6.4333
193,4,0.58,-1.3119,7.2804,6.4333
193,4,0.5941,0.2008,7.4071,6.4333
193,4,0.277,0.817,7.5266,6.4333
193,4,0.581,1.0476,7.4205,6.4333
193,4,0.2294,1.2433,7.3935,6.4333
193,4,0.2254,1.318,7.295,6.4333
193,5,1.0965,-1.2776,7.269,6.4333
193,5,1.1127,0.1932,7.3942,6.4333
193,5,1.4022,0.7837,7.37,6.4333
193,5,1.3237,1.0279,7.3579,6.4333
193,5,1.6104,1.1981,7.1017,6.4333
193,5,1.1661,1.2574,7.1909,6.4333
193,6,1.9938,-1.3017,6.9118,6.4333
193,6,2.1181,0.4184,7.0198,6.4333
193,6,2.5327,0.7672,6.8706,6.4333
193,6,2.3563,0.9102,6.9121,6.4333
193,6,2.1601,1.0683,6.905,6.4333
193,6,2.0463,1.1347,6.867,6.4333
193,7,2.9251,-1.2853,6.3639,6.4333
193,7,3.1972,0.2713,6.2801,6.4333
193,7,3.2259,0.5452,6.2709,6.4333
193,7,3.1906,0.7694,6.2634,6.4333
193,7,3.4005,0.8651,5.9775,6.4333
193,7,2.9627,0.986,6.3436,6.4333
193,LE,-3.6797,0.9969,5.8286,6.4333
193,LE,-3.0114,1.1362,6.4104,6.4333
193,LE,-2.2952,1.2367,6.8583,6.4333
193,LE,-1.6022,1.3033,7.1184,6.4333
193,LE,-0.9126,1.3219,7.2228,6.4333
193,LE,-0.2131,1.3171,7.2962,6.4333
193,LE,0.0316,1.3247,7.3119,6.4333
193,LE,0.2675,1.308,7.282,6.4333
193,LE,0.9528,1.2652,7.1895,6.4333
193,LE,1.6472,1.2075,7.0586,6.4333
193,LE,2.3511,1.1087,6.7451,6.4333
193,LE,3.0246,0.9645,6.2768,6.4333
193,LE,3.6466,0.785,5.681,6.4333
194,0,-3.0354,-1.1282,6.5051,6.4667
194,0,-3.2519,0.4399,6.4136,6.4667
194,0,-3.2344,0.7183,6.419,6.4667
194,0,-3.0351,0.9526,6.5866,6.4667
194,0,-3.1898,1.0543,6.3476,6.4667
194,0,-2.95,1.1549,6.4725,6.4667
194,1,-2.16,-1.1913,6.9872,6.4667
194,1,-2.3665,0.4542,7.0364,6.4667
194,1,-2.3684,0.844,7.0358,6.4667
194,1,-2.3589,0.9978,7.0205,6.4667
194,1,-2.4884,1.1803,6.8681,6.4667
194,1,-2.034,1.2589,6.9269,6.4667
194,2,-1.1903,-1.2146,7.3223,6.4667
194,2,-1.1238,0.2596,7.4258,6.4667
194,2,-1.3764,0.8664,7.4278,6.4667
194,2,-1.2763,1.1114,7.4037,6.4667
194,2,-1.5792,1.2779,7.1815,6.4667
194,2,-1.1299,1.3256,7.2295,6.4667
194,3,-0.6696,-1.2726,7.306,6.4667
194,3,-0.6015,0.2399,7.4345,6.4667
194,3,-0.2477,0.8354,7.534,6.4667
194,3,-0.5331,1.0739,7.4368,6.4667
194,3,-0.1858,1.2638,7.3995,6.4667
194,3,-0.1797,1.3212,7.2945,6.4667
194,4,0.5763,-1.3077,7.2825,6.4667
194,4,0.5928,0.1928,7.4085,6.4667
194,4,0.281,0.8144,7.5131,6.4667
194,4,0.5843,1.041,7.4218,6.4667
194,4,0.2446,1.2489,7.4006,6.4667
194,4,0.2166,1.3061,7.2867,6.4667
194,5,1.1001,-1.284,7.2737,6.4667
194,5,1.1126,0.1923,7.3861,6.4667
194,5,1.4025,0.7869,7.3682,6.4667
194,5,1.3184,1.0402,7.3439,6.4667
194,5,1.6183,1.1958,7.1048,6.4667
194,5,1.1732,1.2587,7.1768,6.4667
194,6,1.9932,-1.3175,6.9187,6.4667
194,6,2.1211,0.4188,7.0221,6.4667
194,6,2.5347,0.7731,6.8627,6.4667
194,6,2.3569,0.9046,6.9084,6.4667
194,6,2.1592,1.0642,6.9063,6.4667
194,6,2.0503,1.1405,6.8606,6.4667
194,7,2.9248,-1.2826,6.3693,6.4667
194,7,3.2053,0.2715,6.2757,6.4667
194,7,3.2196,0.5497,6.2667,6.4667
194,7,3.2016,0.7602,6.2537,6.4667
194,7,3.399,0.8515,5.9698,6.4667
194,7,2.9575,0.9808,6.3333,6.4667
194,LE,-3.6856,0.9867,5.8342,6.4667
194,LE,-3.0087,1.1257,6.4144,6.4667
194,LE,-2.297,1.2377,6.8561,6.4667
194,LE,-1.6092,1.2894,7.1203,6.4667
194,LE,-0.9172,1.3235,7.2179,6.4667
194,LE,-0.2142,1.3242,7.293,6.4667
194,LE,0.0234,1.3185,7.3041,6.4667
194,LE,0.2695,1.3049,7.2802,6.4667
194,LE,0.9605,1.2732,7.1879,6.4667
194,LE,1.6413,1.2,7.047,6.4667
194,LE,2.3485,1.1079,6.7478,6.4667
194,LE,3.0211,0.9646,6.2718,6.4667
194,LE,3.642,0.7788,5.6835,6.4667
195,0,-3.0298,-1.1267,6.5185,6.5
195,0,-3.2464,0.4408,6.4197,6.5
195,0,-3.2332,0.7207,6.4337,6.5
195,0,-3.0326,0.9489,6.5865,6.5
195,0,-3.1788,1.0594,6.3463,6.5
195,0,-2.9505,1.1537,6.4788,6.5
195,1,-2.1633,-1.1955,6.9928,6.5
195,1,-2.3623,0.4556,7.0415,6.5
195,1,-2.3668,0.8462,7.0338,6.5
195,1,-2.3466,0.9934,7.0213,6.5
195,1,-2.483,1.1801,6.8646,6.5
195,1,-2.0373,1.2585,6.9205,6.5
195,2,-1.1894,-1.2218,7.3288,6.5
195,2,-1.1209,0.2591,7.4361,6.5
195,2,-1.3759,0.8727,7.4248,6.5
195,2,-1.2842,1.1182,7.4097,6.5
195,2,-1.5844,1.2807,7.1766,6.5
195,2,-1.1338,1.3233,7.2388,6.5
195,3,-0.6684,-1.2791,7.3173,6.5
195,3,-0.5964,0.238,7.4394,6.5
195,3,-0.248,0.8295,7.5319,6.5
195,3,-0.5413,1.0676,7.4377,6.5
195,3,-0.1818,1.2663,7.4097,6.5
195,3,-0.1741,1.3275,7.2973,6.5
195,4,0.5738,-1.3112,7.2902,6.5
195,4,0.5911,0.2118,7.4011,6.5
195,4,0.2791,0.8189,7.5181,6.5
195,4,0.5748,1.0396,7.4162,6.5
195,4,0.2392,1.2512,7.3969,6.5
195,4,0.2222,1.315,7.2928,6.5
195,5,1.0952,-1.2789,7.2714,6.5
195,5,1.1157,0.1956,7.3959,6.5
195,5,1.4068,0.7872,7.3726,6.5
195,5,1.3214,1.0433,7.3468,6.5
195,5,1.6171,1.1923,7.1112,6.5
195,5,1.1778,1.2621,7.1762,6.5
195,6,1.9848,-1.3144,6.9309,6.5
195,6,2.1208,0.4223,7.0124,6.5
195,6,2.5279,0.7672,6.8691,6.5
195,6,2.3584,0.8932,6.9088,6.5
195,6,2.1542,1.061,6.8988,6.5
195,6,2.0526,1.1461,6.8596,6.5
195,7,2.9209,-1.2853,6.3632,6.5
195,7,3.2089,0.2602,6.2745,6.5
195,7,3.2163,0.54,6.2666,6.5
195,7,3.1949,0.7584,6.2487,6.5
195,7,3.3963,0.8637,5.9693,6.5
195,7,2.9605,0.9714,6.3361,6.5
195,LE,-3.6836,0.9881,5.8351,6.5
195,LE,-3.0098,1.1409,6.4154,6.5
195,LE,-2.2936,1.2352,6.8583,6.5
195,LE,-1.6092,1.2951,7.1192,6.5
195,LE,-0.9109,1.3263,7.2264,6.5
195,LE,-0.2188,1.3267,7.2871,6.5
195,LE,0.0246,1.321,7.2996,6.5
195,LE,0.2677,1.3111,7.2813,6.5
195,LE,0.9616,1.2683,7.183,6.5
195,LE,1.6476,1.2103,7.047,6.5
195,LE,2.3457,1.1004,6.7382,6.5
195,LE,3.0243,0.963,6.2676,6.5
195,LE,3.6367,0.7766,5.6807,6.5
196,0,-3.0333,-1.1194,6.5439,6.5333
196,0,-3.249,0.4366,6.4212,6.5333
196,0,-3.2319,0.7255,6.4325,6.5333
196,0,-3.0326,0.9439,6.598,6.5333
196,0,-3.1807,1.0582,6.3648,6.5333
196,0,-2.9545,1.1482,6.4842,6.5333
196,1,-2.1633,-1.1883,7.0038,6.5333
196,1,-2.3577,0.4593,7.0485,6.5333
196,1,-2.3589,0.8473,7.046,6.5333
196,1,-2.3464,0.9919,7.0232,6.5333
196,1,-2.4862,1.1834,6.8735,6.5333
196,1,-2.0302,1.2583,6.9348,6.5333
196,2,-1.1974,-1.2154,7.3325,6.5333
196,2,-1.1269,0.2585,7.44,6.5333
196,2,-1.3907,0.8741,7.4327,6.5333
196,2,-1.2819,1.1147,7.4062,6.5333
196,2,-1.5847,1.2785,7.1784,6.5333
196,2,-1.1242,1.3234,7.2329,6.5333
196,3,-0.667,-1.2715,7.3193,6.5333
196,3,-0.5991,0.2377,7.4384,6.5333
196,3,-0.2394,0.8401,7.5189,6.5333
196,3,-0.5386,1.078,7.4434,6.5333
196,3,-0.188,1.2512,7.4052,6.5333
196,3,-0.1698,1.3186,7.295,6.5333
196,4,0.5782,-1.3143,7.2932,6.5333
196,4,0.5964,0.1989,7.4087,6.5333
196,4,0.2709,0.8182,7.5127,6.5333
196,4,0.5811,1.0497,7.4176,6.5333
196,4,0.244,1.252,7.3907,6.5333
196,4,0.2231,1.3104,7.2878,6.5333
196,5,1.0941,-1.2813,7.2776,6.5333
196,5,1.1166,0.1957,7.3874,6.5333
196,5,1.3996,0.7917,7.3597,6.5333
196,5,1.3272,1.0449,7.3363,6.5333
196,5,1.6201,1.1957,7.0928,6.5333
196,5,1.177,1.2499,7.1809,6.5333
196,6,1.9887,-1.3202,6.9318,6.5333
196,6,2.1158,0.4142,7.0121,6.5333
196,6,2.5293,0.769,6.8578,6.5333
196,6,2.358,0.9018,6.8962,6.5333
196,6,2.161,1.0636,6.8907,6.5333
196,6,2.0553,1.142,6.8583,6.5333
196,7,2.9221,-1.2949,6.3739,6.5333
196,7,3.202,0.258,6.2664,6.5333
196,7,3.2176,0.5441,6.2619,6.5333
196,7,3.1925,0.756,6.2447,6.5333
196,7,3.3954,0.8523,5.9586,6.5333
196,7,2.9515,0.9745,6.3274,6.5333
196,LE,-3.6911,0.9874,5.8471,6.5333
196,LE,-3.021,1.1369,6.4181,6.5333
196,LE,-2.2936,1.2371,6.8621,6.5333
196,LE,-1.6051,1.2968,7.1228,6.5333
196,LE,-0.9116,1.3311,7.2223,6.5333
196,LE,-0.2145,1.3232,7.2918,6.5333
196,LE,0.0217,1.3262,7.2957,6.5333
196,LE,0.2628,1.3057,7.2804,6.5333
196,LE,0.9555,1.2728,7.1728,6.5333
196,LE,1.6442,1.2066,7.0451,6.5333
196,LE,2.3495,1.1024,6.7372,6.5333
196,LE,3.0166,0.9593,6.2618,6.5333
196,LE,3.6429,0.7797,5.6696,6.5333
197,0,-3.0398,-1.1237,6.5417,6.5667
197,0,-3.2493,0.4451,6.4417,6.5667
197,0,-3.2327,0.7285,6.4402,6.5667
197,0,-3.0288,0.9464,6.6,6.5667
197,0,-3.1839,1.0508,6.3652,6.5667
197,0,-2.9477,1.1488,6.4903,6.5667
197,1,-2.1685,-1.1829,7.0119,6.5667
197,1,-2.3637,0.4611,7.0545,6.5667
197,1,-2.3564,0.8453,7.0533,6.5667
197,1,-2.3534,0.9995,7.0252,6.5667
197,1,-2.4775,1.1839,6.8734,6.5667
197,1,-2.0349,1.2601,6.932,6.5667
197,2,-1.1869,-1.216,7.3433,6.5667
197,2,-1.1246,0.2577,7.4449,6.5667
197,2,-1.3784,0.8778,7.4278,6.5667
197,2,-1.2746,1.1165,7.4096,6.5667
197,2,-1.5816,1.289,7.1729,6.5667
197,2,-1.1263,1.3231,7.2306,6.5667
197,3,-0.6786,-1.2647,7.3239,6.5667
197,3,-0.5983,0.2372,7.4457,6.5667
197,3,-0.2446,0.8321,7.5307,6.5667
197,3,-0.5419,1.0788,7.4415,6.5667
197,3,-0.1754,1.2602,7.3984,6.5667
197,3,-0.1716,1.3184,7.2997,6.5667
197,4,0.5678,-1.3112,7.2976,6.5667
197,4,0.595,0.2015,7.4181,6.5667
197,4,0.2682,0.8154,7.5125,6.5667
197,4,0.5772,1.0528,7.4037,6.5667
197,4,0.2417,1.2509,7.3848,6.5667
197,4,0.2169,1.314,7.2813,6.5667
197,5,1.0968,-1.2849,7.2883,6.5667
197,5,1.1182,0.1928,7.3915,6.5667
197,5,1.4087,0.7952,7.3655,6.5667
197,5,1.3218,1.0415,7.3463,6.5667
197,5,1.6074,1.1934,7.0948,6.5667
197,5,1.1754,1.2518,7.1779,6.5667
197,6,1.9876,-1.3168,6.9232,6.5667
197,6,2.1268,0.4084,7.0201,6.5667
197,6,2.5369,0.7628,6.8591,6.5667
197,6,2.3545,0.906,6.9038,6.5667
197,6,2.1676,1.0555,6.8908,6.5667
197,6,2.0401,1.1365,6.8603,6.5667
197,7,2.9189,-1.2917,6.3755,6.5667
197,7,3.2018,0.2555,6.2669,6.5667
197,7,3.2147,0.5281,6.2593,6.5667
197,7,3.1936,0.7506,6.2426,6.5667
197,7,3.3906,0.8513,5.9528,6.5667
197,7,2.9551,0.9758,6.3289,6.5667
197,LE,-3.6859,0.9876,5.8645,6.5667
197,LE,-3.0165,1.1406,6.4263,6.5667
197,LE,-2.2869,1.2414,6.8673,6.5667
197,LE,-1.6006,1.2928,7.1192,6.5667
197,LE,-0.9109,1.3259,7.2298,6.5667
197,LE,-0.2186,1.333,7.288,6.5667
197,LE,0.0253,1.3216,7.2989,6.5667
197,LE,0.2687,1.3112,7.2712,6.5667
197,LE,0.9566,1.272,7.1685,6.5667
197,LE,1.6446,1.2086,7.0471,6.5667
197,LE,2.3506,1.0932,6.7401,6.5667
197,LE,3.0242,0.9516,6.2598,6.5667
197,LE,3.6421,0.7764,5.6678,6.5667
198,0,-3.0356,-1.1209,6.5533,6.6
198,0,-3.2479,0.4419,6.4427,6.6
198,0,-3.2356,0.7194,6.453,6.6
198,0,-3.0303,0.9477,6.6081,6.6
198,0,-3.1889,1.0537,6.3713,6.6
198,0,-2.9553,1.1462,6.4967,6.6
198,1,-2.1707,-1.185,7.0187,6.6
198,1,-2.3673,0.4737,7.0667,6.6
198,1,-2.3597,0.85,7.0566,6.6
198,1,-2.3526,1.0001,7.0293,6.6
198,1,-2.481,1.191,6.8851,6.6
198,1,-2.0342,1.2705,6.9334,6.6
198,2,-1.1837,-1.2173,7.3436,6.6
198,2,-1.1149,0.2637,7.4495,6.6
198,2,-1.379,0.8712,7.4308,6.6
198,2,-1.2789,1.1178,7.4027,6.6
198,2,-1.57,1.286,7.1834,6.6
198,2,-1.13,1.3235,7.2364,6.6
198,3,-0.6671,-1.2735,7.3355,6.6
198,3,-0.5961,0.2407,7.439,6.6
198,3,-0.2447,0.8348,7.5284,6.6
198,3,-0.5295,1.0852,7.4354,6.6
198,3,-0.1732,1.2647,7.4025,6.6
198,3,-0.1761,1.3253,7.2972,6.6
198,4,0.568,-1.3088,7.3021,6.6
198,4,0.5911,0.1989,7.4151,6.6
198,4,0.2907,0.8228,7.517,6.6
198,4,0.5781,1.0545,7.4072,6.6
198,4,0.2408,1.2552,7.3911,6.6
198,4,0.2283,1.3176,7.2835,6.6
198,5,1.0994,-1.2858,7.2865,6.6
198,5,1.1249,0.1956,7.386,6.6
198,5,1.4123,0.7958,7.3539,6.6
198,5,1.3264,1.0422,7.3435,6.6
198,5,1.6175,1.1954,7.0855,6.6
198,5,1.1707,1.258,7.1813,6.6
198,6,1.9914,-1.3185,6.929,6.6
198,6,2.1183,0.4211,7.0118,6.6
198,6,2.5351,0.7634,6.8574,6.6
198,6,2.3475,0.8985,6.8997,6.6
198,6,2.1577,1.0622,6.8887,6.6
198,6,2.0512,1.1401,6.85,6.6
198,7,2.9196,-1.3033,6.373,6.6
198,7,3.194,0.2572,6.2705,6.6
198,7,3.222,0.5378,6.2556,6.6
198,7,3.1927,0.743,6.2395,6.6
198,7,3.3786,0.8458,5.9544,6.6
198,7,2.9574,0.9667,6.3213,6.6
198,LE,-3.6913,0.9757,5.8656,6.6
198,LE,-3.0198,1.1275,6.441,6.6
198,LE,-2.2912,1.238,6.8666,6.6
198,LE,-1.6051,1.2959,7.1228,6.6
198,LE,-0.9089,1.3336,7.2203,6.6
198,LE,-0.2101,1.3289,7.2813,6.6
198,LE,0.027,1.3223,7.3045,6.6
198,LE,0.2734,1.3148,7.2799,6.6
198,LE,0.9574,1.2747,7.172,6.6
198,LE,1.6469,1.2082,7.0412,6.6
198,LE,2.3462,1.0974,6.7376,6.6
198,LE,3.0236,0.9525,6.2564,6.6
198,LE,3.6404,0.7641,5.6659,6.6
199,0,-3.0332,-1.1238,6.5657,6.6333
199,0,-3.2541,0.4405,6.4456,6.6333
199,0,-3.2374,0.7178,6.4636,6.6333
199,0,-3.036,0.9462,6.6211,6.6333
199,0,-3.1909,1.0535,6.3762,6.6333
199,0,-2.9535,1.1523,6.4997,6.6333
199,1,-2.1655,-1.1952,7.0354,6.6333
199,1,-2.3656,0.4616,7.0643,6.6333
199,1,-2.364,0.8433,7.0596,6.6333
199,1,-2.3498,0.9963,7.0372,6.6333
199,1,-2.4839,1.1851,6.8784,6.6333
199,1,-2.0354,1.2639,6.9367,6.6333
199,2,-1.1943,-1.2124,7.3599,6.6333
199,2,-1.1254,0.2611,7.4613,6.6333
199,2,-1.3755,0.8708,7.4341,6.6333
199,2,-1.2816,1.1212,7.4132,6.6333
199,2,-1.5787,1.296,7.1807,6.6333
199,2,-1.1284,1.3188,7.2297,6.6333
199,3,-0.6755,-1.2723,7.335,6.6333
199,3,-0.5951,0.24,7.4487,6.6333
199,3,-0.2394,0.84,7.532,6.6333
199,3,-0.5271,1.0792,7.4421,6.6333
199,3,-0.1782,1.2701,7.3993,6.6333
199,3,-0.167,1.3226,7.288,6.6333
199,4,0.569,-1.3089,7.3037,6.6333
199,4,0.5926,0.2027,7.409,6.6333
199,4,0.2732,0.8207,7.5134,6.6333
199,4,0.5841,1.0499,7.4144,6.6333
199,4,0.2402,1.2564,7.3886,6.6333
199,4,0.2286,1.315,7.2812,6.6333
199,5,1.1029,-1.2829,7.285,6.6333
199,5,1.1221,0.1989,7.3877,6.6333
199,5,1.401,0.7979,7.3584,6.6333
199,5,1.3227,1.0467,7.3305,6.6333
199,5,1.6181,1.1911,7.0963,6.6333
199,5,1.1756,1.2515,7.173,6.6333
199,6,1.9794,-1.3145,6.926,6.6333
199,6,2.1199,0.4145,7.0143,6.6333
199,6,2.5397,0.7559,6.8529,6.6333
199,6,2.3628,0.8952,6.893,6.6333
199,6,2.1598,1.0632,6.8876,6.6333
199,6,2.0456,1.1335,6.8512,6.6333
199,7,2.9121,-1.3076,6.373,6.6333
199,7,3.1968,0.2586,6.2639,6.6333
199,7,3.2222,0.5392,6.2582,6.6333
199,7,3.1818,0.7433,6.2374,6.6333
199,7,3.3947,0.8391,5.9511,6.6333
199,7,2.9585,0.9625,6.322,6.6333
199,LE,-3.7003,0.9914,5.8694,6.6333
199,LE,-3.01,1.1297,6.4438,6.6333
199,LE,-2.2946,1.2413,6.8732,6.6333
199,LE,-1.6002,1.3016,7.1266,6.6333
199,LE,-0.9128,1.3254,7.2213,6.6333
199,LE,-0.2143,1.3284,7.2813,6.6333
199,LE,0.0237,1.3268,7.2883,6.6333
199,LE,0.2727,1.3115,7.2801,6.6333
199,LE,0.9633,1.2689,7.1684,6.6333
199,LE,1.649,1.2081,7.0396,6.6333
199,LE,2.3537,1.0936,6.733,6.6333
199,LE,3.0167,0.9451,6.2564,6.6333
199,LE,3.6378,0.7609,5.6642,6.6333
200,0,-3.0479,-1.1148,6.5756,6.6667
200,0,-3.2621,0.4464,6.466,6.6667
200,0,-3.2347,0.7238,6.463,6.6667
200,0,-3.0393,0.9455,6.6211,6.6667
200,0,-3.1978,1.0492,6.3879,6.6667
200,0,-2.9565,1.1495,6.5165,6.6667
200,1,-2.1609,-1.1849,7.0422,6.6667
200,1,-2.364,0.461,7.0663,6.6667
200,1,-2.3595,0.8529,7.0577,6.6667
200,1,-2.353,0.9995,7.041,6.6667
200,1,-2.4851,1.1895,6.8963,6.6667
200,1,-2.0386,1.2593,6.9414,6.6667
200,2,-1.1861,-1.2191,7.3619,6.6667
200,2,-1.1224,0.267,7.4557,6.6667
200,2,-1.3755,0.8791,7.4358,6.6667
200,2,-1.2744,1.1264,7.414,6.6667
200,2,-1.5772,1.2889,7.1856,6.6667
200,2,-1.1261,1.3197,7.238,6.6667
200,3,-0.6746,-1.269,7.3358,6.6667
200,3,-0.5972,0.2431,7.4392,6.6667
200,3,-0.2391,0.8341,7.5288,6.6667
200,3,-0.5358,1.0777,7.4347,6.6667
200,3,-0.1829,1.2706,7.4014,6.6667
200,3,-0.1623,1.3263,7.2889,6.6667
200,4,0.5716,-1.3096,7.3042,6.6667
200,4,0.5961,0.2101,7.4034,6.6667
200,4,0.2784,0.8171,7.5124,6.6667
200,4,0.5846,1.0543,7.4041,6.6667
200,4,0.238,1.2473,7.3823,6.6667
200,4,0.2279,1.3109,7.2842,6.6667
200,5,1.097,-1.286,7.287,6.6667
200,5,1.1167,0.1922,7.382,6.6667
200,5,1.4033,0.7921,7.359,6.6667
200,5,1.3215,1.044,7.3353,6.6667
200,5,1.6203,1.1898,7.0892,6.6667
200,5,1.1754,1.2604,7.1684,6.6667
200,6,1.9897,-1.3231,6.9315,6.6667
200,6,2.1185,0.4116,7.01,6.6667
200,6,2.5318,0.7632,6.855,6.6667
200,6,2.3559,0.8918,6.8948,6.6667
200,6,2.1612,1.0642,6.8824,6.6667
200,6,2.0465,1.1401,6.8445,6.6667
200,7,2.9082,-1.3091,6.3893,6.6667
200,7,3.1921,0.2498,6.2725,6.6667
200,7,3.209,0.5275,6.2522,6.6667
200,7,3.1991,0.7539,6.2364,6.6667
200,7,3.3901,0.8398,5.9526,6.6667
200,7,2.9511,0.9754,6.3136,6.6667
200,LE,-3.6994,0.9775,5.8874,6.6667
200,LE,-3.0157,1.1305,6.4467,6.6667
200,LE,-2.3029,1.2421,6.8801,6.6667
200,LE,-1.6049,1.2998,7.1371,6.6667
200,LE,-0.9058,1.3321,7.2134,6.6667
200,LE,-0.2107,1.3297,7.2811,6.6667
200,LE,0.0242,1.3231,7.2906,6.6667
200,LE,0.2653,1.3123,7.2741,6.6667
200,LE,0.9559,1.2685,7.1712,6.6667
200,LE,1.6358,1.2035,7.035,6.6667
200,LE,2.3508,1.0948,6.726,6.6667
200,LE,3.0258,0.9439,6.2502,6.6667
200,LE,3.6396,0.7552,5.6704,6.6667
201,0,-3.0458,-1.1163,6.5882,6.7
201,0,-3.2595,0.4505,6.4671,6.7
201,0,-3.2414,0.7284,6.4751,6.7
201,0,-3.0391,0.9428,6.6317,6.7
201,0,-3.1964,1.0514,6.3933,6.7
201,0,-2.9589,1.1479,6.517,6.7
201,1,-2.1661,-1.1821,7.0553,6.7
201,1,-2.3627,0.4612,7.0763,6.7
201,1,-2.3574,0.8535,7.0737,6.7
201,1,-2.3557,1.0069,7.0451,6.7
201,1,-2.49,1.1873,6.899,6.7
201,1,-2.0332,1.2588,6.9394,6.7
201,2,-1.1967,-1.2152,7.3663,6.7
201,2,-1.1254,0.263,7.4616,6.7
201,2,-1.3683,0.8846,7.4337,6.7
201,2,-1.2699,1.1224,7.4157,6.7
201,2,-1.5709,1.2932,7.1773,6.7
201,2,-1.1277,1.3238,7.23,6.7
201,3,-0.6667,-1.2641,7.3476,6.7
201,3,-0.5959,0.2443,7.4492,6.7
201,3,-0.2352,0.8324,7.5304,6.7
201,3,-0.5333,1.0816,7.437,6.7
201,3,-0.1709,1.2621,7.3966,6.7
201,3,-0.1639,1.3238,7.2884,6.7
201,4,0.571,-1.3062,7.3089,6.7
201,4,0.5926,0.2096,7.4115,6.7
201,4,0.2839,0.8272,7.5064,6.7
201,4,0.5876,1.0493,7.4078,6.7
201,4,0.2403,1.2621,7.3844,6.7
201,4,0.226,1.3146,7.2737,6.7
201,5,1.0979,-1.2866,7.2985,6.7
201,5,1.1189,0.1891,7.3927,6.7
201,5,1.3957,0.7929,7.3557,6.7
201,5,1.3155,1.0442,7.3323,6.7
201,5,1.6171,1.198,7.0866,6.7
201,5,1.1738,1.2542,7.1712,6.7
201,6,1.9898,-1.3213,6.9341,6.7
201,6,2.1169,0.4126,7.0159,6.7
201,6,2.5301,0.7558,6.8509,6.7
201,6,2.3524,0.8982,6.8919,6.7
201,6,2.1647,1.0547,6.8768,6.7
201,6,2.0509,1.127,6.8413,6.7
201,7,2.9174,-1.3124,6.3855,6.7
201,7,3.1929,0.2411,6.2658,6.7
201,7,3.2153,0.527,6.2622,6.7
201,7,3.1923,0.7419,6.2342,6.7
201,7,3.3889,0.8443,5.9512,6.7
201,7,2.9553,0.9601,6.325,6.7
201,LE,-3.6999,0.978,5.8919,6.7
201,LE,-3.0242,1.1335,6.4616,6.7
201,LE,-2.2966,1.2471,6.879,6.7
201,LE,-1.6119,1.3119,7.1327,6.7
201,LE,-0.9058,1.3243,7.2175,6.7
201,LE,-0.2116,1.3213,7.2842,6.7
201,LE,0.0331,1.3263,7.2959,6.7
201,LE,0.276,1.3161,7.2628,6.7
201,LE,0.9585,1.278,7.164,6.7
201,LE,1.6505,1.2063,7.0298,6.7
201,LE,2.3448,1.0971,6.7338,6.7
201,LE,3.0134,0.9459,6.246,6.7
201,LE,3.6386,0.7485,5.6694,6.7
202,0,-3.0494,-1.1159,6.5956,6.7333
202,0,-3.2622,0.4401,6.4814,6.7333
202,0,-3.2397,0.7305,6.4865,6.7333
202,0,-3.0357,0.952,6.643,6.7333
202,0,-3.1916,1.0455,6.4021,6.7333
202,0,-2.9637,1.1507,6.5316,6.7333
202,1,-2.1658,-1.1854,7.057,6.7333
202,1,-2.3617,0.4659,7.0781,6.7333
202,1,-2.3542,0.8458,7.0726,6.7333
202,1,-2.3476,1.0012,7.0511,6.7333
202,1,-2.4859,1.1891,6.9003,6.7333
202,1,-2.0341,1.2646,6.9446,6.7333
202,2,-1.1979,-1.2073,7.3753,6.7333
202,2,-1.1188,0.2671,7.4551,6.7333
202,2,-1.3835,0.8785,7.4358,6.7333
202,2,-1.2749,1.1283,7.4148,6.7333
202,2,-1.5766,1.2871,7.1874,6.7333
202,2,-1.1247,1.322,7.2401,6.7333
202,3,-0.6599,-1.2644,7.3513,6.7333
202,3,-0.5969,0.2431,7.4483,6.7333
202,3,-0.235,0.8443,7.5239,6.7333
202,3,-0.531,1.0898,7.4379,6.7333
202,3,-0.1783,1.2708,7.3995,6.7333
202,3,-0.1681,1.3304,7.291,6.7333
202,4,0.5695,-1.312,7.3055,6.7333
202,4,0.5989,0.2087,7.4138,6.7333
202,4,0.2788,0.8246,7.5121,6.7333
202,4,0.5891,1.0542,7.4003,6.7333
202,4,0.2409,1.2522,7.3727,6.7333
202,4,0.2351,1.3156,7.2807,6.7333
202,5,1.0917,-1.2853,7.2953,6.7333
202,5,1.121,0.1971,7.3886,6.7333
202,5,1.4075,0.7936,7.3503,6.7333
202,5,1.3309,1.0373,7.3302,6.7333
202,5,1.6165,1.2019,7.0874,6.7333
202,5,1.1721,1.2581,7.1644,6.7333
202,6,1.9888,-1.3156,6.9388,6.7333
202,6,2.1223,0.4077,7.015,6.7333
202,6,2.529,0.7554,6.8468,6.7333
